Unnamed: 0,concept_cd,ICD_Description,Long_COVID_Likelihood_Speculative,Explanation_Speculative,Chronic_Status,Chronic_Explanation
1535,ICD10:G47.63,Sleep disorders (G47.63),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1536,ICD10:G47.36,Sleep disorders (G47.36),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1537,ICD10:G47.62,Sleep disorders (G47.62),Moderate-High,Well-documented secondary long COVID symptoms,Chronic,Inherently chronic condition or long-term management required
1538,ICD10:F51.4,Sleep terrors [night terrors],Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1539,ICD10:F51.3,Sleepwalking [somnambulism],Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1540,ICD10:M48.10,Other spondylopathies (M48.10),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1541,ICD10:M50.03,Cervical disc disorders (M50.03),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1542,ICD10:M50.01,Cervical disc disorders (M50.01),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1543,ICD10:M50.00,Cervical disc disorders (M50.00),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1544,ICD10:M50.13,Cervical disc disorders (M50.13),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1545,ICD10:M50.11,Cervical disc disorders (M50.11),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1546,ICD10:M50.10,Cervical disc disorders (M50.10),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1547,ICD10:M50.90,Cervical disc disorders (M50.90),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1548,ICD10:M54.2,Diseases of the musculoskeletal system and connective tissue (M54.2),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1549,ICD10:M53.1,Other and unspecified dorsopathies (M53.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1550,ICD10:M53.0,Other and unspecified dorsopathies (M53.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1551,ICD10:M43.9,Other deforming dorsopathies (M43.9),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1552,ICD10:M46.42,Diseases of the musculoskeletal system and connective tissue (M46.42),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1553,ICD10:M46.46,Diseases of the musculoskeletal system and connective tissue (M46.46),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1554,ICD10:M46.40,Diseases of the musculoskeletal system and connective tissue (M46.40),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1555,ICD10:M53.9,Other and unspecified dorsopathies (M53.9),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1556,ICD10:M43.26,Other deforming dorsopathies (M43.26),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1557,ICD10:M43.27,Other deforming dorsopathies (M43.27),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1558,ICD10:M46.32,Diseases of the musculoskeletal system and connective tissue (M46.32),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1559,ICD10:M51.06,Diseases of the musculoskeletal system and connective tissue (M51.06),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1560,ICD10:M51.04,Diseases of the musculoskeletal system and connective tissue (M51.04),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1561,ICD10:M51.16,Diseases of the musculoskeletal system and connective tissue (M51.16),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1562,ICD10:M51.17,Diseases of the musculoskeletal system and connective tissue (M51.17),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1563,ICD10:M51.14,Diseases of the musculoskeletal system and connective tissue (M51.14),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1564,ICD10:M51.15,Diseases of the musculoskeletal system and connective tissue (M51.15),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1565,ICD10:M54.42,Diseases of the musculoskeletal system and connective tissue (M54.42),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1566,ICD10:M54.41,Diseases of the musculoskeletal system and connective tissue (M54.41),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1567,ICD10:M54.40,Diseases of the musculoskeletal system and connective tissue (M54.40),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1568,ICD10:M50.33,Cervical disc disorders (M50.33),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1569,ICD10:M50.31,Cervical disc disorders (M50.31),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1570,ICD10:M50.30,Cervical disc disorders (M50.30),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1571,ICD10:M50.21,Cervical disc disorders (M50.21),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1572,ICD10:M50.20,Cervical disc disorders (M50.20),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1573,ICD10:M46.57,Diseases of the musculoskeletal system and connective tissue (M46.57),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1574,ICD10:M51.36,Diseases of the musculoskeletal system and connective tissue (M51.36),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1575,ICD10:M51.37,Diseases of the musculoskeletal system and connective tissue (M51.37),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1576,ICD10:M51.34,Diseases of the musculoskeletal system and connective tissue (M51.34),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1577,ICD10:M51.35,Diseases of the musculoskeletal system and connective tissue (M51.35),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1578,ICD10:M51.86,Diseases of the musculoskeletal system and connective tissue (M51.86),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1579,ICD10:M51.26,Diseases of the musculoskeletal system and connective tissue (M51.26),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1580,ICD10:M51.27,Diseases of the musculoskeletal system and connective tissue (M51.27),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1581,ICD10:M51.24,Diseases of the musculoskeletal system and connective tissue (M51.24),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1582,ICD10:M43.8X6,"Other specified deforming dorsopathies, lumbar region",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1583,ICD10:M43.8X9,"Other specified deforming dorsopathies, site unspecified",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1584,ICD10:M43.8X5,"Other specified deforming dorsopathies, thoracolumbar region",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1585,ICD10:M53.82,Other and unspecified dorsopathies (M53.82),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1586,ICD10:M53.86,Other and unspecified dorsopathies (M53.86),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1587,ICD10:M53.87,Other and unspecified dorsopathies (M53.87),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1588,ICD10:M53.84,Other and unspecified dorsopathies (M53.84),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1589,ICD10:M47.12,Spondylosis (M47.12),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1590,ICD10:M47.13,Spondylosis (M47.13),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1591,ICD10:M47.16,Spondylosis (M47.16),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1592,ICD10:M47.14,Spondylosis (M47.14),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1593,ICD10:M47.22,Spondylosis (M47.22),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1594,ICD10:M47.23,Spondylosis (M47.23),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1595,ICD10:M47.26,Spondylosis (M47.26),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1596,ICD10:M47.27,Spondylosis (M47.27),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1597,ICD10:M47.24,Spondylosis (M47.24),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1598,ICD10:M96.1,Diseases of the musculoskeletal system and connective tissue (M96.1),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1599,ICD10:M54.12,Diseases of the musculoskeletal system and connective tissue (M54.12),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1600,ICD10:M54.13,Diseases of the musculoskeletal system and connective tissue (M54.13),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1601,ICD10:M54.16,Diseases of the musculoskeletal system and connective tissue (M54.16),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1602,ICD10:M54.17,Diseases of the musculoskeletal system and connective tissue (M54.17),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1603,ICD10:M54.11,Diseases of the musculoskeletal system and connective tissue (M54.11),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1604,ICD10:M54.18,Diseases of the musculoskeletal system and connective tissue (M54.18),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1605,ICD10:M54.10,Diseases of the musculoskeletal system and connective tissue (M54.10),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1606,ICD10:M54.14,Diseases of the musculoskeletal system and connective tissue (M54.14),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1607,ICD10:M54.15,Diseases of the musculoskeletal system and connective tissue (M54.15),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1608,ICD10:M53.3,Other and unspecified dorsopathies (M53.3),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1609,ICD10:M46.1,Diseases of the musculoskeletal system and connective tissue (M46.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1610,ICD10:M51.47,Diseases of the musculoskeletal system and connective tissue (M51.47),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1611,ICD10:M51.44,Diseases of the musculoskeletal system and connective tissue (M51.44),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1612,ICD10:M54.32,Diseases of the musculoskeletal system and connective tissue (M54.32),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1613,ICD10:M54.31,Diseases of the musculoskeletal system and connective tissue (M54.31),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1614,ICD10:M54.30,Diseases of the musculoskeletal system and connective tissue (M54.30),Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1615,ICD10:M53.2X2,"Spinal instabilities, cervical region",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1616,ICD10:M53.2X6,Other and unspecified dorsopathies (M53.2X6),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1617,ICD10:M53.2X8,Other and unspecified dorsopathies (M53.2X8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1618,ICD10:M48.02,Other spondylopathies (M48.02),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1619,ICD10:M48.03,Other spondylopathies (M48.03),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1620,ICD10:M48.07,Other spondylopathies (M48.07),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1621,ICD10:M48.00,Other spondylopathies (M48.00),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1622,ICD10:M48.04,Other spondylopathies (M48.04),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1623,ICD10:M48.05,Other spondylopathies (M48.05),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1624,ICD10:M43.12,Other deforming dorsopathies (M43.12),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1625,ICD10:M43.13,Other deforming dorsopathies (M43.13),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1626,ICD10:M43.16,Other deforming dorsopathies (M43.16),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1627,ICD10:M43.17,Other deforming dorsopathies (M43.17),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1628,ICD10:M43.10,Other deforming dorsopathies (M43.10),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1629,ICD10:M43.15,Other deforming dorsopathies (M43.15),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1630,ICD10:M43.06,Other deforming dorsopathies (M43.06),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1631,ICD10:M47.812,Spondylosis (M47.812),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1632,ICD10:M47.813,Spondylosis (M47.813),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1633,ICD10:M47.816,Spondylosis (M47.816),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1634,ICD10:M47.817,Spondylosis (M47.817),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1635,ICD10:M47.818,Spondylosis (M47.818),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1636,ICD10:M47.819,Spondylosis (M47.819),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1637,ICD10:M47.814,Spondylosis (M47.814),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1638,ICD10:M47.815,Spondylosis (M47.815),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1639,ICD10:M47.9,Spondylosis (M47.9),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1640,ICD10:M43.6,Other deforming dorsopathies (M43.6),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1641,ICD10:M46.92,Diseases of the musculoskeletal system and connective tissue (M46.92),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1642,ICD10:M46.96,Diseases of the musculoskeletal system and connective tissue (M46.96),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1643,ICD10:M46.97,Diseases of the musculoskeletal system and connective tissue (M46.97),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1644,ICD10:M46.90,Diseases of the musculoskeletal system and connective tissue (M46.90),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1645,ICD10:M46.94,Diseases of the musculoskeletal system and connective tissue (M46.94),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1646,ICD10:M51.9,Diseases of the musculoskeletal system and connective tissue (M51.9),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1647,ICD10:R45.851,Suicidal ideation,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1648,ICD10:R45.84,Anhedonia,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1649,ICD10:R45.3,Demoralization and apathy,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1650,ICD10:R45.86,Emotional lability,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1651,ICD10:R45.850,Homicidal ideation,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1652,ICD10:R45.87,Impulsiveness,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1653,ICD10:R45.4,Irritability and anger,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1654,ICD10:R45.81,Low self-esteem,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1655,ICD10:R45.0,Nervousness,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1656,ICD10:R46.81,Other specified abnormal findings (R46),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1657,ICD10:R46.89,Other specified abnormal findings (R46),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1658,ICD10:R45.89,Other symptoms concerning emotional state,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1659,ICD10:R45.1,Restlessness and agitation,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1660,ICD10:R46.4,Other specified abnormal findings (R46),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1661,ICD10:R46.2,Other specified abnormal findings (R46),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1662,ICD10:R46.0,Other specified abnormal findings (R46),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1663,ICD10:R45.6,Violent behavior,Moderate-High,Well-documented secondary long COVID symptoms,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1664,ICD10:E06.0,Acute thyroiditis,Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1665,ICD10:E03.4,Atrophy of thyroid (acquired),Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1666,ICD10:E06.3,Autoimmune thyroiditis,Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1667,ICD10:E07.9,"Disorder of thyroid, unspecified",Moderate,Emerging evidence or plausible systemic associations,Variable,Can be acute or chronic depending on context
1668,ICD10:E03.2,Hypothyroidism due to medicaments and other exogenous substances,Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1669,ICD10:E03.9,"Hypothyroidism, unspecified",Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1670,ICD10:E01.0,"Endocrine, nutritional and metabolic diseases (E01.0)",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1671,ICD10:E04.0,"Endocrine, nutritional and metabolic diseases (E04.0)",Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1672,ICD10:E04.9,"Endocrine, nutritional and metabolic diseases (E04.9)",Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1673,ICD10:E04.2,"Endocrine, nutritional and metabolic diseases (E04.2)",Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1674,ICD10:E04.1,"Endocrine, nutritional and metabolic diseases (E04.1)",Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1675,ICD10:E07.89,Other specified disorders of thyroid,Moderate,Emerging evidence or plausible systemic associations,Variable,Can be acute or chronic depending on context
1676,ICD10:E03.8,Other specified hypothyroidism,Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1677,ICD10:E05.80,Other thyrotoxicosis without thyrotoxic crisis or storm,Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1678,ICD10:E89.0,Postprocedural hypothyroidism,Moderate,Emerging evidence or plausible systemic associations,Variable,Can be acute or chronic depending on context
1679,ICD10:E07.81,Sick-euthyroid syndrome,Moderate,Emerging evidence or plausible systemic associations,Variable,Can be acute or chronic depending on context
1680,ICD10:E06.1,Subacute thyroiditis,Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1681,ICD10:E02,"Endocrine, nutritional and metabolic diseases (E02)",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1682,ICD10:E06.9,"Thyroiditis, unspecified",Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1683,ICD10:E05.00,Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or storm,Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1684,ICD10:E05.20,Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm,Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1685,ICD10:E05.10,Thyrotoxicosis with toxic single thyroid nodule without thyrotoxic crisis or storm,Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1686,ICD10:E05.90,"Thyrotoxicosis, unspecified without thyrotoxic crisis or storm",Moderate,Emerging evidence or plausible systemic associations,Chronic,Inherently chronic condition or long-term management required
1687,ICD10:N30.01,Acute cystitis with hematuria,Moderate-Low,Speculative but biologically plausible connections,Acute,Typically acute condition or intervention
1688,ICD10:N30.00,Acute cystitis without hematuria,Moderate-Low,Speculative but biologically plausible connections,Acute,Typically acute condition or intervention
1689,ICD10:N10,Acute pyelonephritis,Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1690,ICD10:B37.41,Certain infectious and parasitic diseases (B37.41),Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1691,ICD10:N11.1,Chronic tubulo-interstitial nephritis (N11.1),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1692,ICD10:N11.9,Chronic tubulo-interstitial nephritis (N11.9),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
1693,ICD10:N30.91,"Cystitis, unspecified with hematuria",Moderate-Low,Speculative but biologically plausible connections,Variable,Can be acute or chronic depending on context
1694,ICD10:N30.90,"Cystitis, unspecified without hematuria",Moderate-Low,Speculative but biologically plausible connections,Variable,Can be acute or chronic depending on context
1695,ICD10:A54.01,Certain infectious and parasitic diseases (A54.01),Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1696,ICD10:O23.12,"Pregnancy, childbirth and the puerperium (O23.12)",Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1697,ICD10:O23.03,"Pregnancy, childbirth and the puerperium (O23.03)",Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1698,ICD10:O23.00,"Pregnancy, childbirth and the puerperium (O23.00)",Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1699,ICD10:N30.10,Interstitial cystitis (chronic) without hematuria,Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1700,ICD10:N30.40,Irradiation cystitis without hematuria,Moderate-Low,Speculative but biologically plausible connections,Variable,Can be acute or chronic depending on context
1701,ICD10:N34.1,Diseases of the genitourinary system (N34.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1702,ICD10:N30.21,Other chronic cystitis with hematuria,Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1703,ICD10:N30.20,Other chronic cystitis without hematuria,Moderate-Low,Speculative but biologically plausible connections,Chronic,Inherently chronic condition or long-term management required
1704,ICD10:N34.2,Diseases of the genitourinary system (N34.2),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1705,ICD10:B37.49,Certain infectious and parasitic diseases (B37.49),Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1706,ICD10:N13.6,Diseases of the genitourinary system (N13.6),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1707,ICD10:N15.1,Diseases of the genitourinary system (N15.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1708,ICD10:N12,Diseases of the genitourinary system (N12),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1709,ICD10:O23.41,"Pregnancy, childbirth and the puerperium (O23.41)",Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1710,ICD10:O23.42,"Pregnancy, childbirth and the puerperium (O23.42)",Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1711,ICD10:O23.43,"Pregnancy, childbirth and the puerperium (O23.43)",Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1712,ICD10:O23.40,"Pregnancy, childbirth and the puerperium (O23.40)",Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1713,ICD10:O86.20,"Pregnancy, childbirth and the puerperium (O86.20)",Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
1714,ICD10:N39.0,"Urinary tract infection, site not specified",Moderate-Low,Speculative but biologically plausible connections,Variable,Can be acute or chronic depending on context
1714,ICD10:R10.817,Generalized abdominal tenderness,Low,Possible association based on systemic inflammation patterns,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1715,ICD10:R10.827,Generalized rebound abdominal tenderness,Low,Possible association based on systemic inflammation patterns,Can-be-Chronic,Symptom/condition that can become chronic if persistent
1716,ICD10:R94.02,Abnormal phonocardiogram,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1717,ICD10:R88.8,Abnormal findings in other body fluids and substances (R88.8),Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1718,ICD10:R79.83,Abnormal findings of blood amino-acid level,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1719,ICD10:R93.89,Abnormal findings on diagnostic imaging of other body structures (R93.89),Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1720,ICD10:R87.7,Abnormal findings in specimens from female genital organs (R87.7),Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1721,ICD10:R83.2,Abnormal findings in cerebrospinal fluid (R83.2),Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1722,ICD10:R89.5,"Abnormal findings in specimens from other organs, systems and tissues (R89.5)",Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1723,ICD10:R70.1,Abnormal plasma viscosity,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1724,ICD10:R93.41,Abnormal findings on diagnostic imaging of other body structures (R93.41),Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1725,ICD10:R93.421,Abnormal findings on diagnostic imaging of other body structures (R93.421),Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1726,ICD10:R93.429,Abnormal findings on diagnostic imaging of other body structures (R93.429),Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1727,ICD10:R94.130,Abnormal kidney function study,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1728,ICD10:R94.121,Abnormal pulmonary function study NOS,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1729,ICD10:R77.0,Abnormality of albumin,Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
1730,ICD10:R97.20,Abnormal tumor markers (R97.20),Low,Possible association based on systemic inflammation patterns,Variable,Can be acute or chronic depending on context
